input_name,cleaned_name,input_type,odmp_url,odmp_name,odmp_bio,odmp_age,odmp_tour,odmp_badge,odmp_cause,odmp_end_of_watch,odmp_incident_details,odmp_fuzzy_score,wikidata_occupation,wikidata_race,wikidata_sex,wikidata_birth_date,wikidata_death_date,wikipedia_link,ai_summary,ai_education,ai_dob,ai_dod,ai_place_of_birth,ai_place_of_death,ai_gender,ai_involved_in_sports,ai_involved_in_politics,ai_involved_in_military,ai_involved_in_music
Green Bay Ethnic Trail,Green Bay Ethnic,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Iron Brigade Memorial Highway,Iron Brigade,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Iron_Brigade_(video_game),"This content describes Iron Brigade, a video game developed by Double Fine Productions and released in 2011, not a biographical subject. The game is a third-person shooter with tower defense elements, set in an alternate 1910s where mechs battle invading Martians. It received praise for its unique art style, cooperative gameplay, and expansion Rise of the Martian Bear. As this is not about a person, no biographical details like birth, death, or personal achievements apply.",[],,,not found,not found,not found,no,no,no,no
Jeannetta Simpson-Robinson Memorial Highway,Jeannetta SimpsonRobinson,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
John R. Plewa Memorial Lake Parkway,John R Plewa Memorial Lake,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Korean War Veterans Memorial Highway,Korean War Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Korean_War_Veterans_Parkway,"The Korean War Veterans Parkway is a 12.88-mile (20.73 km) controlled-access highway located in the New York City borough of Staten Island. Named in honor of veterans who served in the Korean War (1950–1953), it serves as a major transportation artery connecting the Verrazzano-Narrows Bridge to the Staten Island Expressway and local communities. Originally proposed in the 1960s as part of an unbuilt expressway system, it was completed in stages between 1973 and 2019, with its final segment opening as the Corporal Allan F. Kivlehan Memorial Causeway. The parkway features multiple exits, scenic views, and memorials, symbolizing Staten Island’s commitment to honoring military service while addressing modern infrastructure needs.",[],,,not found,not found,not found,no,no,no,no
Lee and Lynn Copen Memorial Highway,Lee and Lynn Copen,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Major Richard I. Bong Memorial Highway,Major Richard I Bong,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
173rd Airborne Brigade Highway,173rd Airborne Brigade,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/173rd_Airborne_Brigade,"The 173rd Airborne Brigade is a United States Army airborne infantry brigade combat team based in Vicenza, Italy. Originally activated in 1915 as an infantry brigade, it was later re-designated as an airborne unit in 1963 and became famous for its combat operations during the Vietnam War, including the Battle of Dak To. Known as the 'Sky Soldiers,' the brigade has participated in conflicts from World War I to the Global War on Terrorism, earning numerous commendations for valor and service. It remains an active and elite rapid-deployment force within the U.S. Army Europe and Africa command structure.",[],,,not found,not found,not found,no,no,yes,no
Peace Memorial Highway,Peace,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Peace_(surname),"The surname 'Peace' is of English origin, derived from the Middle English word 'pees' meaning harmony or tranquility. It was historically used as a nickname for peaceful individuals or as an occupational name for those who enforced peace. Notable bearers include athletes, politicians, and public figures across various fields. The name has spread globally, particularly in English-speaking countries, with variations in spelling and pronunciation over time.",[],,,not found,not found,not found,no,no,no,no
Polish Heritage Highway,Polish Heritage,highway,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Category:Polish_Heritage_Museum,,[],,,,,,,,,
Polish Veterans Memorial Highway,Polish Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Polish_Combatants%27_Association_(United_States),"The Polish Combatants' Association (United States) is a veteran organization founded by Polish-American military personnel who served in World War II and other conflicts. Established to preserve the legacy of Polish soldiers and promote their contributions, it engages in cultural, educational, and commemorative activities. The association supports veterans and their families while fostering Polish-American heritage through advocacy and community events. It remains active in honoring the sacrifices of Polish combatants in both U.S. and international military efforts.",[],,,not found,not found,not found,no,no,yes,no
POW/MIA Memorial Highway,POWMIA,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Purple Heart Memorial Highway,Purple Heart,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Purple_Heart,"The Purple Heart is a United States military decoration awarded to those wounded or killed while serving. Established by General George Washington in 1782 as the Badge of Military Merit, it was revived in 1932 to honor combat-injured service members. It is the oldest military award still given to U.S. military personnel today. The medal features a purple heart-shaped design with a profile of Washington and is presented to recipients by military leadership.",[],,,not found,not found,not found,no,no,yes,no
Stephen Ambrose Memorial Highway,Stephen Ambrose,highway,,,,,,,,,,,coach,,male,1974-03-08,,https://en.wikipedia.org/wiki/Steve_Sarkisian,"Steve Sarkisian is an American football coach and former quarterback born on March 8, 1974. He played college football at Brigham Young University (BYU) and briefly in the Canadian Football League before transitioning into coaching. Sarkisian gained prominence as the head coach at the University of Washington (2009–2013) and later at the University of Southern California (USC), where he also served as offensive coordinator. Currently, he is recognized for his role as the offensive coordinator for the University of Texas, contributing to its football program's success and innovation in offensive strategies.","El Camino College, Brigham Young University (BYU), Bachelor's Degree",1974-03-08,,"Torrance, California, United States",not found,male,yes,no,no,no
32nd Division Memorial Highway,32nd Division,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/32nd_Division_(German_Empire),Summary extraction failed.,[],,,not found,not found,not found,no,no,no,no
Vietnam War Veterans Memorial Highway,Vietnam War Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/U.S._Route_10_in_Wisconsin,"U.S. Route 10 in Wisconsin is a 232-mile (373 km) east–west highway spanning from the Minnesota border near Prescott to the Michigan border at Manitowoc. Established in 1926 as part of the original U.S. Highway System, it serves as a major transportation corridor connecting key cities like Eau Claire, Stevens Point, and Appleton. The route has undergone multiple realignments, including a significant 1961 rerouting that bypassed downtown areas in favor of more direct paths. Historically, it has played a vital role in Wisconsin’s economic development by linking rural communities with urban centers and facilitating interstate commerce.",[],,,not found,not found,not found,no,no,no,no
Wisconsin Firefighters and Emergency Medical Technicians Highway,Wisconsin Firefighters and Emergency Medical Technicians,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Wisconsin Law Enforcement Officers Highway,Wisconsin Law Enforcement Officers,highway,,,,,,,,,,,,,,,,,,[],,,,,,,,,
Wisconsin Veterans Memorial Highway,Wisconsin Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Wisconsin_Veterans_Museum,"The Wisconsin Veterans Museum is a historical institution dedicated to preserving the stories of Wisconsin's military veterans from the Civil War to present conflicts. Located in Madison, Wisconsin, it features exhibits, artifacts, and educational programs that honor the contributions and sacrifices of service members. The museum serves as both a memorial and an educational resource for the public, highlighting the state's military history. It is operated by the Wisconsin Department of Veterans Affairs and remains a key cultural landmark in the region.",[],,,not found,not found,not found,no,no,yes,no
World War I Veterans Memorial Highway,World War I Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/U.S._Route_395_in_Oregon,"This content describes U.S. Route 395 in Oregon, a major north-south highway traversing multiple Western U.S. states, rather than a biographical subject. The route spans from California through Nevada, Oregon, and into Washington, serving as a key transportation corridor. It connects rural communities, scenic landscapes like the Sierra Nevada and Cascade Mountains, and economic hubs. No biographical details about an individual are present in the provided content.",[],,,not found,not found,not found,no,no,no,no
World War II Veterans Memorial Highway,World War II Veterans,highway,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/World_War_II_Veterans_Memorial_Bridge_(Virginia),"The World War II Veterans Memorial Bridge in Virginia is a bridge dedicated to honoring veterans of World War II. Completed in 1990, it spans the Appomattox River, connecting the cities of Petersburg and Colonial Heights. The bridge serves as both a functional transportation route and a symbolic tribute to the contributions of WWII veterans. Its construction reflects the broader efforts in the United States to commemorate the service and sacrifices of military personnel from that era.",[],,,not found,not found,not found,no,no,no,no
